DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
84M518,East Harlem Scholars Academy Charter School,2017-18,556,19,60,61,63,63,62,59,88,81,0,0,0,0,0,270,48.6%,286,51.4%,7,1.3%,141,25.4%,371,66.7%,21,3.8%,16,2.9%,147,26.4%,45,8.1%,492,88.5%,85.7%
84M518,East Harlem Scholars Academy Charter School,2018-19,604,19,62,59,62,59,60,59,58,86,80,0,0,0,0,292,48.3%,312,51.7%,12,2.0%,143,23.7%,405,67.1%,22,3.6%,22,3.6%,158,26.2%,46,7.6%,601,99.5%,85.0%
84M522,Broome Street Academy Charter School,2014-15,343,0,0,0,0,0,0,0,0,0,0,138,90,78,37,181,52.8%,162,47.2%,3,0.9%,212,61.8%,110,32.1%,14,4.1%,4,1.2%,86,25.1%,12,3.5%,268,78.1%,72.2%
84M522,Broome Street Academy Charter School,2015-16,324,0,0,0,0,0,0,0,0,0,0,96,83,66,79,176,54.3%,148,45.7%,3,0.9%,198,61.1%,102,31.5%,17,5.2%,4,1.2%,73,22.5%,9,2.8%,256,79.0%,70.3%
84M522,Broome Street Academy Charter School,2016-17,332,0,0,0,0,0,0,0,0,0,0,102,86,88,56,172,51.8%,160,48.2%,3,0.9%,193,58.1%,111,33.4%,22,6.6%,3,0.9%,79,23.8%,5,1.5%,264,79.5%,69.4%
84M522,Broome Street Academy Charter School,2017-18,330,0,0,0,0,0,0,0,0,0,0,100,74,79,77,181,54.8%,149,45.2%,4,1.2%,181,54.8%,119,36.1%,19,5.8%,7,2.1%,80,24.2%,12,3.6%,259,78.5%,77.3%
84M522,Broome Street Academy Charter School,2018-19,302,0,0,0,0,0,0,0,0,0,0,98,77,74,53,152,50.3%,150,49.7%,6,2.0%,156,51.7%,122,40.4%,12,4.0%,6,2.0%,77,25.5%,13,4.3%,224,74.2%,79.9%
84M523,Success Academy Charter School - Upper West,2014-15,477,0,91,115,94,107,70,0,0,0,0,0,0,0,0,219,45.9%,258,54.1%,35,7.3%,73,15.3%,150,31.4%,19,4.0%,200,41.9%,67,14.0%,12,2.5%,121,25.4%,35.1%
84M523,Success Academy Charter School - Upper West,2015-16,542,0,90,86,117,90,98,61,0,0,0,0,0,0,0,268,49.4%,274,50.6%,49,9.0%,87,16.1%,172,31.7%,22,4.1%,212,39.1%,90,16.6%,9,1.7%,143,26.4%,35.9%
84M523,Success Academy Charter School - Upper West,2016-17,649,0,89,99,90,113,93,113,52,0,0,0,0,0,0,325,50.1%,324,49.9%,59,9.1%,127,19.6%,222,34.2%,22,3.4%,219,33.7%,120,18.5%,18,2.8%,179,27.6%,35.5%
84M523,Success Academy Charter School - Upper West,2017-18,736,0,92,93,102,92,97,128,88,44,0,0,0,0,0,366,49.7%,370,50.3%,68,9.2%,159,21.6%,263,35.7%,25,3.4%,221,30.0%,138,18.8%,22,3.0%,337,45.8%,44.8%
84M523,Success Academy Charter School - Upper West,2018-19,788,0,95,95,98,91,90,143,91,58,27,0,0,0,0,398,50.5%,390,49.5%,99,12.6%,158,20.1%,298,37.8%,31,3.9%,202,25.6%,139,17.6%,23,2.9%,369,46.8%,44.4%
84M702,Sisulu-Walker Charter School of Harlem,2014-15,238,0,25,32,58,53,47,23,0,0,0,0,0,0,0,111,46.6%,127,53.4%,1,0.4%,192,80.7%,34,14.3%,11,4.6%,0,0.0%,39,16.4%,3,1.3%,202,84.9%,80.6%
84M702,Sisulu-Walker Charter School of Harlem,2015-16,239,0,29,29,30,58,52,41,0,0,0,0,0,0,0,115,48.1%,124,51.9%,3,1.3%,183,76.6%,38,15.9%,12,5.0%,3,1.3%,34,14.2%,5,2.1%,193,80.8%,80.3%
84M702,Sisulu-Walker Charter School of Harlem,2016-17,223,0,40,31,28,31,53,40,0,0,0,0,0,0,0,104,46.6%,119,53.4%,2,0.9%,167,74.9%,43,19.3%,10,4.5%,1,0.4%,39,17.5%,7,3.1%,193,86.5%,80.8%
84M702,Sisulu-Walker Charter School of Harlem,2017-18,221,0,46,37,35,26,28,49,0,0,0,0,0,0,0,102,46.2%,119,53.8%,1,0.5%,178,80.5%,31,14.0%,10,4.5%,1,0.5%,48,21.7%,6,2.7%,200,90.5%,88.4%
84M702,Sisulu-Walker Charter School of Harlem,2018-19,220,0,30,54,40,40,27,29,0,0,0,0,0,0,0,100,45.5%,120,54.5%,1,0.5%,171,77.7%,38,17.3%,10,4.5%,0,0.0%,52,23.6%,6,2.7%,191,86.8%,87.2%
84M704,Harbor Science and Arts Charter School,2014-15,271,0,26,27,28,31,24,27,39,29,40,0,0,0,0,145,53.5%,126,46.5%,8,3.0%,158,58.3%,95,35.1%,6,2.2%,4,1.5%,50,18.5%,5,1.8%,158,58.3%,74.2%
84M704,Harbor Science and Arts Charter School,2015-16,260,0,23,26,26,30,30,25,36,35,29,0,0,0,0,145,55.8%,115,44.2%,7,2.7%,145,55.8%,98,37.7%,7,2.7%,3,1.2%,48,18.5%,7,2.7%,157,60.4%,74.8%
84M704,Harbor Science and Arts Charter School,2016-17,261,0,24,27,25,28,30,29,27,33,38,0,0,0,0,134,51.3%,127,48.7%,6,2.3%,141,54.0%,104,39.8%,7,2.7%,3,1.1%,59,22.6%,8,3.1%,165,63.2%,76.2%
84M704,Harbor Science and Arts Charter School,2017-18,250,0,20,30,30,32,27,29,33,28,21,0,0,0,0,120,48.0%,130,52.0%,3,1.2%,138,55.2%,103,41.2%,4,1.6%,2,0.8%,60,24.0%,7,2.8%,186,74.4%,82.7%
84M704,Harbor Science and Arts Charter School,2018-19,283,0,27,24,31,35,32,29,34,35,36,0,0,0,0,135,47.7%,148,52.3%,4,1.4%,162,57.2%,113,39.9%,4,1.4%,0,0.0%,65,23.0%,6,2.1%,216,76.3%,80.0%
84M705,Amber Charter School,2014-15,493,0,110,91,90,80,59,63,0,0,0,0,0,0,0,254,51.5%,239,48.5%,6,1.2%,153,31.0%,326,66.1%,3,0.6%,5,1.0%,68,13.8%,26,5.3%,421,85.4%,74.2%
84M705,Amber Charter School,2015-16,475,0,96,103,82,78,71,45,0,0,0,0,0,0,0,241,50.7%,234,49.3%,4,0.8%,160,33.7%,305,64.2%,3,0.6%,3,0.6%,77,16.2%,24,5.1%,411,86.5%,73.6%
84M705,Amber Charter School,2016-17,496,0,114,91,92,76,63,60,0,0,0,0,0,0,0,254,51.2%,242,48.8%,7,1.4%,174,35.1%,308,62.1%,2,0.4%,5,1.0%,77,15.5%,22,4.4%,431,86.9%,72.3%
84M705,Amber Charter School,2017-18,492,0,103,99,86,80,69,55,0,0,0,0,0,0,0,245,49.8%,247,50.2%,9,1.8%,152,30.9%,321,65.2%,3,0.6%,7,1.4%,79,16.1%,45,9.1%,419,85.2%,81.1%
84M705,Amber Charter School,2018-19,520,0,115,101,91,80,68,65,0,0,0,0,0,0,0,258,49.6%,262,50.4%,10,1.9%,155,29.8%,344,66.2%,2,0.4%,9,1.7%,83,16.0%,33,6.3%,428,82.3%,78.7%
84M707,John V. Lindsay Wildcat Academy Charter School,2014-15,478,0,0,0,0,0,0,0,0,0,0,147,119,151,61,276,57.7%,202,42.3%,5,1.0%,225,47.1%,228,47.7%,12,2.5%,8,1.7%,111,23.2%,29,6.1%,358,74.9%,75.9%
84M707,John V. Lindsay Wildcat Academy Charter School,2015-16,485,0,0,0,0,0,0,0,0,0,0,194,56,148,87,256,52.8%,229,47.2%,2,0.4%,232,47.8%,230,47.4%,11,2.3%,10,2.1%,136,28.0%,36,7.4%,375,77.3%,75.2%
84M707,John V. Lindsay Wildcat Academy Charter School,2016-17,550,0,0,0,0,0,0,0,0,0,0,182,129,153,86,275,50.0%,275,50.0%,6,1.1%,239,43.5%,287,52.2%,7,1.3%,11,2.0%,177,32.2%,42,7.6%,410,74.5%,74.5%
84M707,John V. Lindsay Wildcat Academy Charter School,2017-18,493,0,0,0,0,0,0,0,0,0,0,161,102,164,66,245,49.7%,248,50.3%,5,1.0%,199,40.4%,271,55.0%,7,1.4%,11,2.2%,183,37.1%,38,7.7%,430,87.2%,88.2%
84M707,John V. Lindsay Wildcat Academy Charter School,2018-19,503,0,0,0,0,0,0,0,0,0,0,166,101,178,58,242,48.1%,261,51.9%,4,0.8%,205,40.8%,279,55.5%,5,1.0%,10,2.0%,194,38.6%,48,9.5%,424,84.3%,87.9%
84M708,Harlem Prep Charter School,2014-15,683,0,53,85,87,62,66,64,102,78,86,0,0,0,0,337,49.3%,346,50.7%,2,0.3%,397,58.1%,263,38.5%,12,1.8%,9,1.3%,114,16.7%,43,6.3%,497,72.8%,81.0%
84M708,Harlem Prep Charter School,2015-16,693,0,54,56,85,86,55,58,93,112,94,0,0,0,0,321,46.3%,372,53.7%,3,0.4%,399,57.6%,272,39.2%,10,1.4%,9,1.3%,110,15.9%,46,6.6%,624,90.0%,82.1%
84M708,Harlem Prep Charter School,2016-17,832,0,58,58,62,85,88,58,100,106,113,104,0,0,0,400,48.1%,432,51.9%,5,0.6%,477,57.3%,335,40.3%,10,1.2%,5,0.6%,138,16.6%,49,5.9%,758,91.1%,80.3%
84M708,Harlem Prep Charter School,2017-18,905,0,54,61,58,62,85,81,100,110,100,108,86,0,0,450,49.7%,455,50.3%,7,0.8%,511,56.5%,368,40.7%,14,1.5%,5,0.6%,176,19.4%,47,5.2%,807,89.2%,86.1%
84M708,Harlem Prep Charter School,2018-19,956,0,48,56,64,58,62,86,108,104,97,94,113,66,0,478,50.0%,478,50.0%,10,1.0%,542,56.7%,383,40.1%,14,1.5%,7,0.7%,186,19.5%,59,6.2%,823,86.1%,84.6%
84M709,Harlem Village Academy West Charter School,2014-15,821,0,127,118,99,0,0,76,72,59,65,61,58,49,37,414,50.4%,407,49.6%,0,0.0%,660,80.4%,150,18.3%,8,1.0%,3,0.4%,134,16.3%,38,4.6%,550,67.0%,70.8%
84M709,Harlem Village Academy West Charter School,2015-16,897,0,125,121,95,84,0,72,63,70,53,45,63,56,50,438,48.8%,459,51.2%,1,0.1%,721,80.4%,160,17.8%,10,1.1%,5,0.6%,168,18.7%,39,4.3%,732,81.6%,70.5%
84M709,Harlem Village Academy West Charter School,2016-17,989,0,128,120,119,86,70,75,61,63,66,42,46,57,56,473,47.8%,516,52.2%,3,0.3%,773,78.2%,192,19.4%,14,1.4%,7,0.7%,198,20.0%,53,5.4%,812,82.1%,71.2%
84M709,Harlem Village Academy West Charter School,2017-18,936,0,111,120,103,105,72,67,69,48,56,44,38,43,60,457,48.8%,479,51.2%,4,0.4%,727,77.7%,177,18.9%,18,1.9%,10,1.1%,197,21.0%,38,4.1%,765,81.7%,77.7%
84M709,Harlem Village Academy West Charter School,2018-19,886,0,115,100,99,84,88,66,62,62,41,51,40,35,43,450,50.8%,436,49.2%,3,0.3%,678,76.5%,173,19.5%,23,2.6%,9,1.0%,165,18.6%,34,3.8%,686,77.4%,77.9%
84M726,KIPP STAR College Prep Charter School,2014-15,670,0,103,0,0,0,0,95,89,85,71,73,60,60,34,334,49.9%,336,50.1%,5,0.7%,395,59.0%,257,38.4%,9,1.3%,4,0.6%,164,24.5%,33,4.9%,512,76.4%,74.6%
84M726,KIPP STAR College Prep Charter School,2015-16,722,0,85,92,0,0,0,65,80,73,84,69,65,49,60,355,49.2%,367,50.8%,6,0.8%,401,55.5%,297,41.1%,14,1.9%,4,0.6%,187,25.9%,29,4.0%,554,76.7%,73.9%
84M726,KIPP STAR College Prep Charter School,2016-17,822,0,99,96,88,0,0,91,57,74,62,79,77,48,51,401,48.8%,421,51.2%,5,0.6%,413,50.2%,376,45.7%,21,2.6%,7,0.9%,200,24.3%,44,5.4%,667,81.1%,73.9%
84M726,KIPP STAR College Prep Charter School,2017-18,923,0,95,95,95,90,0,98,78,51,68,67,80,53,53,444,48.1%,479,51.9%,5,0.5%,443,48.0%,441,47.8%,28,3.0%,6,0.7%,241,26.1%,46,5.0%,792,85.8%,83.5%
84M726,KIPP STAR College Prep Charter School,2018-19,1006,0,83,93,94,90,89,95,87,74,53,66,72,54,56,499,49.6%,507,50.4%,6,0.6%,491,48.8%,472,46.9%,32,3.2%,5,0.5%,243,24.2%,37,3.7%,843,83.8%,81.7%
84M861,Future Leaders Institute Charter School,2014-15,394,0,42,43,46,47,55,42,49,37,33,0,0,0,0,203,51.5%,191,48.5%,1,0.3%,329,83.5%,58,14.7%,2,0.5%,4,1.0%,64,16.2%,14,3.6%,324,82.2%,73.9%
84M861,Future Leaders Institute Charter School,2015-16,382,0,36,50,43,51,43,42,40,43,34,0,0,0,0,185,48.4%,197,51.6%,3,0.8%,319,83.5%,57,14.9%,1,0.3%,2,0.5%,57,14.9%,25,6.5%,328,85.9%,74.3%
84M861,Future Leaders Institute Charter School,2016-17,379,0,34,47,47,46,50,44,35,34,42,0,0,0,0,192,50.7%,187,49.3%,3,0.8%,314,82.8%,57,15.0%,2,0.5%,3,0.8%,61,16.1%,27,7.1%,321,84.7%,73.9%
84M861,Future Leaders Institute Charter School,2017-18,357,0,34,34,45,40,48,49,43,30,34,0,0,0,0,182,51.0%,175,49.0%,3,0.8%,283,79.3%,63,17.6%,3,0.8%,5,1.4%,51,14.3%,23,6.4%,324,90.8%,84.3%
84M861,Future Leaders Institute Charter School,2018-19,365,0,24,43,38,53,46,46,45,40,30,0,0,0,0,197,54.0%,168,46.0%,3,0.8%,297,81.4%,58,15.9%,3,0.8%,4,1.1%,51,14.0%,22,6.0%,318,87.1%,83.9%
84Q083,Central Queens Academy Charter School,2014-15,305,0,0,0,0,0,0,105,105,95,0,0,0,0,0,170,55.7%,135,44.3%,66,21.6%,33,10.8%,195,63.9%,2,0.7%,9,3.0%,44,14.4%,38,12.5%,271,88.9%,69.4%
84Q083,Central Queens Academy Charter School,2015-16,406,0,0,0,0,0,0,106,102,102,96,0,0,0,0,230,56.7%,176,43.3%,79,19.5%,39,9.6%,272,67.0%,2,0.5%,14,3.4%,55,13.5%,29,7.1%,333,82.0%,64.5%
84Q083,Central Queens Academy Charter School,2016-17,396,0,0,0,0,0,0,104,98,97,97,0,0,0,0,218,55.1%,178,44.9%,72,18.2%,44,11.1%,267,67.4%,1,0.3%,12,3.0%,43,10.9%,38,9.6%,352,88.9%,61.2%
84Q083,Central Queens Academy Charter School,2017-18,401,0,0,0,0,0,0,106,105,104,86,0,0,0,0,225,56.1%,176,43.9%,74,18.5%,48,12.0%,264,65.8%,1,0.2%,14,3.5%,40,10.0%,37,9.2%,352,87.8%,76.7%
84Q083,Central Queens Academy Charter School,2018-19,419,0,0,0,0,0,0,110,104,104,101,0,0,0,0,232,55.4%,187,44.6%,72,17.2%,44,10.5%,284,67.8%,1,0.2%,18,4.3%,38,9.1%,39,9.3%,355,84.7%,74.3%
84Q170,Peninsula Preparatory Academy Charter School,2014-15,324,0,55,54,54,54,53,54,0,0,0,0,0,0,0,154,47.5%,170,52.5%,9,2.8%,228,70.4%,74,22.8%,5,1.5%,8,2.5%,43,13.3%,11,3.4%,266,82.1%,65.7%
84Q170,Peninsula Preparatory Academy Charter School,2015-16,311,0,55,54,53,54,50,45,0,0,0,0,0,0,0,166,53.4%,145,46.6%,8,2.6%,213,68.5%,73,23.5%,6,1.9%,11,3.5%,42,13.5%,16,5.1%,261,83.9%,64.1%
84Q170,Peninsula Preparatory Academy Charter School,2016-17,320,0,52,57,54,56,52,49,0,0,0,0,0,0,0,173,54.1%,147,45.9%,6,1.9%,213,66.6%,79,24.7%,7,2.2%,15,4.7%,54,16.9%,26,8.1%,284,88.7%,62.6%
84Q170,Peninsula Preparatory Academy Charter School,2017-18,371,51,52,54,56,54,54,50,0,0,0,0,0,0,0,216,58.2%,155,41.8%,5,1.3%,249,67.1%,90,24.3%,12,3.2%,15,4.0%,50,13.5%,29,7.8%,329,88.7%,73.6%
84Q170,Peninsula Preparatory Academy Charter School,2018-19,366,49,52,54,54,53,54,50,0,0,0,0,0,0,0,210,57.4%,156,42.6%,4,1.1%,246,67.2%,93,25.4%,6,1.6%,17,4.6%,39,10.7%,24,6.6%,301,82.2%,73.4%
84Q298,Middle Village Prep Charter School,2014-15,230,0,0,0,0,0,0,0,119,111,0,0,0,0,0,132,57.4%,98,42.6%,9,3.9%,9,3.9%,142,61.7%,1,0.4%,69,30.0%,36,15.7%,0,0.0%,93,40.4%,43.8%
84Q298,Middle Village Prep Charter School,2015-16,370,0,0,0,0,0,0,0,150,112,108,0,0,0,0,206,55.7%,164,44.3%,19,5.1%,9,2.4%,207,55.9%,1,0.3%,134,36.2%,55,14.9%,3,0.8%,200,54.1%,40.4%
84Q298,Middle Village Prep Charter School,2016-17,381,0,0,0,0,0,0,0,148,128,105,0,0,0,0,202,53.0%,179,47.0%,14,3.7%,11,2.9%,215,56.4%,0,0.0%,141,37.0%,52,13.6%,5,1.3%,193,50.7%,39.0%
84Q298,Middle Village Prep Charter School,2017-18,393,0,0,0,0,0,0,0,145,131,117,0,0,0,0,198,50.4%,195,49.6%,14,3.6%,10,2.5%,219,55.7%,0,0.0%,150,38.2%,44,11.2%,8,2.0%,216,55.0%,51.5%
84Q298,Middle Village Prep Charter School,2018-19,403,0,0,0,0,0,0,0,150,132,121,0,0,0,0,192,47.6%,211,52.4%,13,3.2%,9,2.2%,245,60.8%,1,0.2%,135,33.5%,48,11.9%,12,3.0%,236,58.6%,49.3%
84Q304,VOICE Charter School of New York,2014-15,590,0,95,116,97,80,62,56,53,31,0,0,0,0,0,312,52.9%,278,47.1%,99,16.8%,65,11.0%,342,58.0%,17,2.9%,67,11.4%,95,16.1%,94,15.9%,463,78.5%,58.6%
84Q304,VOICE Charter School of New York,2015-16,626,0,78,88,92,90,67,60,60,60,31,0,0,0,0,326,52.1%,300,47.9%,103,16.5%,71,11.3%,369,58.9%,22,3.5%,61,9.7%,89,14.2%,108,17.3%,479,76.5%,58.1%
84Q304,VOICE Charter School of New York,2016-17,657,0,87,88,82,82,82,62,60,57,57,0,0,0,0,334,50.8%,323,49.2%,99,15.1%,87,13.2%,389,59.2%,22,3.3%,60,9.1%,103,15.7%,107,16.3%,533,81.1%,56.3%
84Q304,VOICE Charter School of New York,2017-18,682,0,90,90,87,70,76,88,60,62,59,0,0,0,0,361,52.9%,321,47.1%,100,14.7%,86,12.6%,408,59.8%,29,4.3%,59,8.7%,121,17.7%,118,17.3%,566,83.0%,69.6%
84Q304,VOICE Charter School of New York,2018-19,688,0,78,94,86,75,64,70,95,63,63,0,0,0,0,374,54.4%,314,45.6%,90,13.1%,86,12.5%,432,62.8%,29,4.2%,51,7.4%,112,16.3%,121,17.6%,540,78.5%,67.5%
84Q320,New Visions Charter High School for Advanced Math,2015-16,128,0,0,0,0,0,0,0,0,0,0,128,0,0,0,58,45.3%,70,54.7%,10,7.8%,84,65.6%,30,23.4%,3,2.3%,1,0.8%,29,22.7%,3,2.3%,107,83.6%,54.5%
84Q320,New Visions Charter High School for Advanced Math,2016-17,255,0,0,0,0,0,0,0,0,0,0,134,121,0,0,114,44.7%,141,55.3%,18,7.1%,176,69.0%,49,19.2%,9,3.5%,3,1.2%,54,21.2%,12,4.7%,201,78.8%,52.7%
84Q320,New Visions Charter High School for Advanced Math,2017-18,373,0,0,0,0,0,0,0,0,0,0,154,126,93,0,174,46.6%,199,53.4%,31,8.3%,263,70.5%,61,16.4%,14,3.8%,4,1.1%,67,18.0%,15,4.0%,291,78.0%,55.0%
84Q320,New Visions Charter High School for Advanced Math,2018-19,473,0,0,0,0,0,0,0,0,0,0,125,138,116,94,224,47.4%,249,52.6%,39,8.2%,340,71.9%,70,14.8%,20,4.2%,4,0.8%,74,15.6%,13,2.7%,367,77.6%,52.1%
84Q321,Growing Up Green Charter School,2014-15,602,0,87,85,85,84,83,88,90,0,0,0,0,0,0,318,52.8%,284,47.2%,95,15.8%,77,12.8%,210,34.9%,26,4.3%,194,32.2%,109,18.1%,68,11.3%,323,53.7%,50.4%
84Q321,Growing Up Green Charter School,2015-16,707,0,91,89,89,88,83,86,90,91,0,0,0,0,0,372,52.6%,335,47.4%,108,15.3%,84,11.9%,254,35.9%,36,5.1%,225,31.8%,133,18.8%,65,9.2%,375,53.0%,45.8%
84Q321,Growing Up Green Charter School,2016-17,812,0,89,93,88,90,89,89,97,92,85,0,0,0,0,412,50.7%,400,49.3%,114,14.0%,93,11.5%,298,36.7%,52,6.4%,255,31.4%,162,20.0%,78,9.6%,418,51.5%,44.3%
84Q321,Growing Up Green Charter School,2017-18,853,0,95,93,97,89,97,92,103,102,85,0,0,0,0,406,47.6%,447,52.4%,107,12.5%,105,12.3%,315,36.9%,58,6.8%,268,31.4%,191,22.4%,74,8.7%,430,50.4%,55.0%
84Q321,Growing Up Green Charter School,2018-19,829,0,92,89,92,89,90,91,101,94,91,0,0,0,0,395,47.6%,434,52.4%,103,12.4%,97,11.7%,312,37.6%,59,7.1%,258,31.1%,168,20.3%,63,7.6%,427,51.5%,52.2%
84Q337,Success Academy Charter School - Rosedale - New Yo,2014-15,183,0,123,60,0,0,0,0,0,0,0,0,0,0,0,91,49.7%,92,50.3%,2,1.1%,151,82.5%,27,14.8%,2,1.1%,1,0.5%,18,9.8%,8,4.4%,144,78.7%,59.9%
84Q337,Success Academy Charter School - Rosedale - New Yo,2015-16,255,0,62,129,64,0,0,0,0,0,0,0,0,0,0,133,52.2%,122,47.8%,4,1.6%,213,83.5%,35,13.7%,2,0.8%,1,0.4%,32,12.5%,9,3.5%,110,43.1%,46.0%
84Q337,Success Academy Charter School - Rosedale - New Yo,2016-17,378,0,63,92,141,82,0,0,0,0,0,0,0,0,0,189,50.0%,189,50.0%,6,1.6%,319,84.4%,41,10.8%,8,2.1%,4,1.1%,64,16.9%,7,1.9%,141,37.3%,41.0%
84Q337,Success Academy Charter School - Rosedale - New Yo,2017-18,497,0,66,96,103,150,82,0,0,0,0,0,0,0,0,266,53.5%,231,46.5%,8,1.6%,440,88.5%,38,7.6%,7,1.4%,4,0.8%,82,16.5%,5,1.0%,322,64.8%,48.5%
84Q337,Success Academy Charter School - Rosedale - New Yo,2018-19,450,0,92,93,91,86,88,0,0,0,0,0,0,0,0,243,54.0%,207,46.0%,9,2.0%,393,87.3%,34,7.6%,12,2.7%,2,0.4%,49,10.9%,2,0.4%,298,66.2%,49.2%
84Q339,Success Academy Charter School - Springfield Garde,2014-15,185,0,125,60,0,0,0,0,0,0,0,0,0,0,0,98,53.0%,87,47.0%,4,2.2%,175,94.6%,6,3.2%,0,0.0%,0,0.0%,20,10.8%,3,1.6%,132,71.4%,50.3%
84Q339,Success Academy Charter School - Springfield Garde,2015-16,246,0,59,121,66,0,0,0,0,0,0,0,0,0,0,121,49.2%,125,50.8%,5,2.0%,227,92.3%,8,3.3%,5,2.0%,1,0.4%,37,15.0%,4,1.6%,175,71.1%,49.1%
84Q339,Success Academy Charter School - Springfield Garde,2016-17,326,0,62,88,122,54,0,0,0,0,0,0,0,0,0,173,53.1%,153,46.9%,7,2.1%,300,92.0%,12,3.7%,5,1.5%,2,0.6%,46,14.1%,6,1.8%,261,80.1%,47.1%
84Q339,Success Academy Charter School - Springfield Garde,2017-18,481,0,98,98,96,129,60,0,0,0,0,0,0,0,0,255,53.0%,226,47.0%,10,2.1%,434,90.2%,24,5.0%,11,2.3%,2,0.4%,67,13.9%,6,1.2%,335,69.6%,53.0%
84Q339,Success Academy Charter School - Springfield Garde,2018-19,639,0,97,96,103,121,104,118,0,0,0,0,0,0,0,335,52.4%,304,47.6%,10,1.6%,566,88.6%,36,5.6%,25,3.9%,2,0.3%,76,11.9%,2,0.3%,448,70.1%,48.4%
84Q340,Challenge Preparatory Charter School,2014-15,502,0,71,72,72,96,97,94,0,0,0,0,0,0,0,270,53.8%,232,46.2%,9,1.8%,405,80.7%,57,11.4%,14,2.8%,17,3.4%,60,12.0%,20,4.0%,420,83.7%,69.4%
84Q340,Challenge Preparatory Charter School,2015-16,589,0,94,76,77,78,93,95,76,0,0,0,0,0,0,333,56.5%,256,43.5%,9,1.5%,470,79.8%,81,13.8%,14,2.4%,15,2.5%,62,10.5%,22,3.7%,472,80.1%,67.8%
84Q340,Challenge Preparatory Charter School,2016-17,690,0,91,94,72,73,73,96,95,96,0,0,0,0,0,386,55.9%,304,44.1%,7,1.0%,554,80.3%,102,14.8%,14,2.0%,13,1.9%,99,14.3%,23,3.3%,575,83.3%,65.7%
84Q340,Challenge Preparatory Charter School,2017-18,769,0,97,96,95,71,71,72,92,89,86,0,0,0,0,417,54.2%,352,45.8%,8,1.0%,617,80.2%,115,15.0%,15,2.0%,14,1.8%,129,16.8%,20,2.6%,653,84.9%,74.3%
84Q340,Challenge Preparatory Charter School,2018-19,789,0,98,97,99,96,73,73,77,81,95,0,0,0,0,426,54.0%,363,46.0%,7,0.9%,644,81.6%,117,14.8%,9,1.1%,12,1.5%,117,14.8%,22,2.8%,626,79.3%,71.6%
84Q341,Riverton Street Charter School,2014-15,734,0,110,113,113,115,85,88,54,56,0,0,0,0,0,375,51.1%,359,48.9%,2,0.3%,679,92.5%,45,6.1%,6,0.8%,2,0.3%,85,11.6%,5,0.7%,611,83.2%,39.9%
84Q341,Riverton Street Charter School,2015-16,833,0,100,114,110,118,112,88,76,59,56,0,0,0,0,423,50.8%,410,49.2%,3,0.4%,765,91.8%,55,6.6%,7,0.8%,3,0.4%,100,12.0%,9,1.1%,715,85.8%,39.4%
84Q341,Riverton Street Charter School,2016-17,897,0,106,116,115,112,113,114,80,82,59,0,0,0,0,456,50.8%,441,49.2%,3,0.3%,818,91.2%,63,7.0%,8,0.9%,5,0.6%,119,13.3%,9,1.0%,310,34.6%,37.5%
84Q341,Riverton Street Charter School,2017-18,941,0,110,111,112,114,111,114,109,82,78,0,0,0,0,479,50.9%,462,49.1%,6,0.6%,847,90.0%,69,7.3%,13,1.4%,6,0.6%,134,14.2%,11,1.2%,770,81.8%,47.5%
84Q341,Riverton Street Charter School,2018-19,964,0,109,111,113,112,112,111,109,108,79,0,0,0,0,487,50.5%,477,49.5%,8,0.8%,862,89.4%,72,7.5%,14,1.5%,8,0.8%,120,12.4%,11,1.1%,753,78.1%,44.5%
84Q342,Rochdale Early Advantage Charter School,2014-15,269,31,48,48,37,44,30,31,0,0,0,0,0,0,0,130,48.3%,139,51.7%,1,0.4%,246,91.4%,12,4.5%,7,2.6%,3,1.1%,47,17.5%,0,0.0%,192,71.4%,47.7%
84Q342,Rochdale Early Advantage Charter School,2015-16,280,33,49,48,50,32,42,26,0,0,0,0,0,0,0,131,46.8%,149,53.2%,3,1.1%,255,91.1%,9,3.2%,10,3.6%,3,1.1%,41,14.6%,0,0.0%,206,73.6%,43.9%
84Q342,Rochdale Early Advantage Charter School,2016-17,311,36,51,48,51,50,34,41,0,0,0,0,0,0,0,161,51.8%,150,48.2%,5,1.6%,286,92.0%,9,2.9%,8,2.6%,3,1.0%,42,13.5%,0,0.0%,232,74.6%,47.4%
84Q342,Rochdale Early Advantage Charter School,2017-18,320,36,51,50,50,50,50,33,0,0,0,0,0,0,0,172,53.8%,148,46.3%,5,1.6%,295,92.2%,9,2.8%,8,2.5%,3,0.9%,40,12.5%,2,0.6%,230,71.9%,55.4%
84Q342,Rochdale Early Advantage Charter School,2018-19,321,36,51,50,52,49,46,37,0,0,0,0,0,0,0,177,55.1%,144,44.9%,2,0.6%,306,95.3%,9,2.8%,4,1.2%,0,0.0%,43,13.4%,2,0.6%,216,67.3%,52.1%
