DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
KCED,Sunshine Center Of Coney Island,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCEG,Imagine Dumbo - Adams,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCEH,Imagine Brooklyn Heights,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCEI,Bambi Day Care Ii,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCFA,Sco Family Of Services,53%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCFR,Bubble Bee Day Care,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCGN,Sco Family Of Services,13%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCGO,The Child Development Center Of Kingsborough,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCGP,Birch Family Services,10%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCGR,Brooklyn Chinese American Association,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCGT,Gold Material Montessori School,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHJ,"Arista Prep, Inc.",21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHM,Alonzo A. Daughtry Memorial Day Care Center Inc,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHN,Friends Of Crown Heights,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHR,"Apple Tree Day Care, Inc.",0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHT,"Baybee Lounge Daycare, Inc.",52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHU,Infinity Upk Of Gerritsen Avenue,69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHV,"New York Creative Childcare, Inc.",65%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHX,Dezzenterprise Llc,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCHZ,Little Hands Creative Minds,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIA,Effie B.S Early Childhood Development Center Corp.,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIC,Little Einsteins Of Canarsie Llc,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIE,Bnos Chaya,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCII,Kings Bay Y At North Williamsburg,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIL,Urban Strategies Child Care,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIM,Brooklyn Explorers Academy,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIO,Honeydew Drop Playhouse,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIS,Greater Bright Light Learning Center,77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIW,Ip Kids Montessori,43%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIX,Ip Kids,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIY,"Ronomoza, Inc. / The Learning Experience",18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCIZ,Al Madinah School Site 2,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJC,Blue Star Day Care Center,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJF,Clarkson Early Childhood Center,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJG,The Coconut Grove Childhood Education Center,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJH,"A Castle For Classy Kids Learning Center, Inc.",46%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJK,Lpbc Day Care,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJM,"Circle, Triangle, Square Daycare, Inc.",88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJN,Stillwell Avenue Prep School,77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJO,Aim High Childrens Services,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJQ,Initial Steps Child Development Center,95%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJR,A To Z Day Care Center,97%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJS,Yeshiva Torah Vodaath,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJT,Kaleidoscope Early Childhood Develepment Center,72%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJX,Mohdc- Smart Start,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJY,Angel Early Childhood Development Center,34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCJZ,Copo Prek Program,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCKB,Bushwick United Development Fund,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCKC,Alpha Christian Academy,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCKK,"Adaptive Solutions Multi Services (Slp, Ot, Pt, & Psy) Llc",21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCKU,Promise World Day Care,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCKV,Little Nest Preschool,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCKY,Queen Of The Rosary Catholic Academy,14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCKZ,"A2Z Kidz Center, Llc.",53%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCLC,Sunny Skies Preschool,48%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCLD,Sunny Skies Prospect Corp.,72%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCLE,"Faces Of The Future Early Learning Center, Llc",94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCLF,"Ira'S Daycare And Preschool Iii, Inc.",3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCLH,Neshama Preschool,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCLI,"Yeshivat Beth Hillel Of Krasna, Inc",56%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCLM,Trey Whitfield School,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCMA,Seeds Of Unity,55%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCME,Bka Utica,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCMK,"Brooklyn Treehouse Preeschool, Inc.",38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCML,Bryan'S Educational Center,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCMN,Early Childhood Development Center Kaleidoscope,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCMT,Glorious And Gifted Early Childhood Center Inc.,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCMV,Abc Plus,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCMZ,Free Greek Community Of The Three Hierachs,82%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNA,"The Friends Of Crown Heights Educational Centers, Inc.",67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNF,Itty Bitty Adventures Preschool,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNH,Kiddieprise-1520 86 Street,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNI,"Klever Kidz, Llc Dba Basin Prep",94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNK,Neptune Ave.,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNN,Little Brilliant Minds Inc,43%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNP,Little Sunshine Preschool,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNU,Learning Zone,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNW,Okie Dokie Day Care,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNY,Ny Preschool Brooklyn Heights,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCNZ,Ny Preschool Park Slope,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOE,"Step By Step Early Childhood Education, Inc.",60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOG,Stepz 2 Success Child Care Center,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOH,Sweet Home Day Care Center,58%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOI,Treasure Island,90%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOJ,Candy Kid'S Day Care Center,61%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOL,"Happy Scholars, Inc",50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOS,G.A.T.E.D. Academy,39%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOT,"Giocare, Llc",88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOU,My Sunshine Kids Inc,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOW,Little Scholars Learning Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCOX,Little Hands And Feet School,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPC,Wonder Land P.A.Llc,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPD,Little Sunshine Child Development,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPE,Little Scholars Ii,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPF,Sarah Winner Daycare,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPK,Chabad Of North Brooklyn,13%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPL,Brooklyn Star Daycare Inc,62%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPM,"High Definition Day Care, Inc.",88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPN,One World Project - Brooklyn,81%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPO,Redeemer St. John'S Nursery School,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPR,Bam Bam'S Playhouse,13%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPT,Noah'S Ark Uni Day Care Center,64%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPU,New Age Day Care Center,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCPY,Tiny Bumblebees,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCQB,Imaginarium Child,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCQC,Ms. Taylor'S House Pre-School,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCQE,Stuyvesant Heights Day Care/New Vision One,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCQT,Bnos Square Of Williamsburg,15%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCQV,Neshama Preschool-431 Avenue P,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCQX,Kings Pointe Talent Inc.,41%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCRB,Dreamland Day Care,41%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCRG,Wise Kidz,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KCRJ,Athena Scholars,61%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAAY,Ascension School,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MABK,Cassidy'S Place,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MABT,The Storefront Academy Harlem,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MACU,Corpus Christi,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MADL,Good Shepherd School,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MADO,Guardian Angel,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAEE,Incarnation School,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAFQ,Our Lady Queen Of Martyrs,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAFV,Yeshiva Rabbi Samson Raphael Hirsch,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGN,St. Ann School,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGR,St. Brigid School,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGT,Saint Charles Borromeo,8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAGZ,St. Gregory The Great School,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAHP,St. Paul School,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAHQ,St. Rose Of Lima School,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MALF,Prince Hall Colonial Park Day Care Center,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAMQ,Lenox Hill Neighborhood House,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAMZ,Manhattan Nursery School,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MANG,Imagine Early Learning Center At Vets Kids,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MANH,Imagine Early Learning Center @ East 97Th Street,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MANJ,Ivy League Early Learning Academy,14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MANK,"Urban Concepts Of Ny-Round The Clock Nursery, Inc.",18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MANM,West Harlem Earlylearn,48%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MANY,"Ym & Ywha Of Washington Heights And Inwood, Inc.",35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAOM,The Children'S Aid Society Drew Hamilton Early Childhood Center,11%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAON,Union Johnson Early Childhood Programs,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAOZ,Educational Alliance - Lillian Wald,93%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPD,Ess Morningside,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPH,East Harlem Block Nursery 1,53%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPL,Battery Park City Day Nursery,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPM,Hamilton Madison House Earlylearn Center 2,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPW,Leggett Memorial,57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAPY,Grand St Settlement Dual Center #1,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAQA,Virginia Day Nursery,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAQG,Gramercy School,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAQH,Goddard Riverside Preschool At W 83Rd 2,10%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAQI,The Child Center Of Ny,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAQL,Goddard Riverside Day Care Center At West 84Th Street 3,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAQR,"Rena Child Care Centers, Inc.",80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAQT,Union Carver Early Childhood Program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARB,Lssmny: Early Life Children'S Center 11,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARD,Grant Day Care Center,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARH,Lssmny: Early Life Children'S Center 13,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARJ,Graham Windham Dcc,5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASA,Addie Mae Collins 3,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASH,Friends Of Crown Heights Dcc #28,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASJ,Children'S Aid Society Milbank Early Childhood Program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASK,East Harlem Center,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASL,Hudson Guild Children'S Center I,5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASN,Community Life Center 1,20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASP,Goddard Riverside Head Start Center @ W 95Th St 4,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASV,Scan Laguardia House Nursery,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASX,Pequenos Souls Day Care Center,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATB,The Children'S Aid Society Taft Early Childhood Center,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATI,Lssmny: Early Life Children'S Center 12,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATK,Bank Street Head Start,32%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATL,"Chinatown Day Care Center, Inc.",52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATM,Chinese Community Concerns Corp.,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATO,Dewitt Reformed Church Head Start,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATP,Lssmny: Early Life Childrens Center 14,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATQ,Escuela Hispana Montessori 2,86%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MATU,Grand St Settlement Head Start Center,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUA,Education Alliance - E Broadway,59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUB,University Settlement Ecc,66%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUC,Grand St Settlement,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUH,Bellevue-Educare Childcare Center,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUJ,Children'S Aid At P.S. 50,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUK,Children'S Aid Society,57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUL,Bmcc Early Childhood Center,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUM,Chung Pak Day Care Center,57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUN,Eisman Day Nursery,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUP,Hudson Guild Children'S Center,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUT,Ywca-Nyc Polly Dodge Early Learning Center,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUU,Garment Industry Day Care Center,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUW,Hamilton Madison House Earlylearn Center 4,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUY,Hamilton Madison House Earlylearn Center 6,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAUZ,Bloomingdale Family Program I,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVA,Bloomingdale Family Program 2,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVB,Bloomingdale Family Program Iii,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVG,Harlem Gems @ P.S. 149,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVK,The Children'S Aid Societ Frederick Douglass Early Childhood Program,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVM,Citizens Care Dcc #1,70%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVN,Open Door Ccc,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVO,Harlem Children'S Zone Head Start,77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVQ,Mabel Barrett Fitzgerald Dcc,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVR,East Calvary Dcc,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVS,"Boys & Girls Harbor, Inc.",57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVX,Franklin Plaza,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAVY,Metro North Childcare Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWA,Union Washington Child Care Center,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWD,Addie Mae Collins 2,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWG,East Harlem Council For Human Services Bilingual Head Start Program,32%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWH,East Harlem Chs Bilingual Head Start - 111Th,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWI,Northside Center Day School,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWJ,Harlem Gems North,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWM,Abc / Echo Park Ecdc,58%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWT,Seventh Avenue Center For Family Services,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWW,Urban Concepts/Round The Clock,59%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWX,Utopia Children'S Center,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAWZ,Citizens Care Dcc 3,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXC,Ecdo Child Start Center,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXF,Addie Mae Collins 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXH,Saint Elizabeth,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXJ,Ft George Head Start Center # 1,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXM,Northern Manhattan Head Start,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXO,Ufbco,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXS,Washington Heights Dcc,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXT,Nicholas Cardell Day Care Center,34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXV,Dominican Women'S Development Center,77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXX,Victoria Children'S Group,92%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXY,Roosevelt Island Day Nursery,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAXZ,Henry Street Settlement Day Care,77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAYH,Hudson Guild,11%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAYJ,New York Center For Child Development,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAYL,Sunshine Daycare East Harlem,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZB,Evolution Enrichment Center,27%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZI,Cathedral Parkway Towers Preschool,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZL,East Harlem Block Nursery 2,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZN,Goddard Riverside Day Care 1,14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZQ,The Children'S Aid Society'S P.S. 5 Early Childhood Program,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZS,"Educational Alliance, Inc.@ P.S. 142",20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZT,Dawning Village,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZZ,Children'S Aid Society At P.S. 8,34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBAG,Milestones Uws,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBAJ,Abyssinian Development Corp 3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBAU,Sacred Heart Parochial,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBBE,Lexington Children'S Center,7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBBG,Community Life Center 2,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBBI,Manhattan Early Childhood Center,53%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBBJ,Ft George Child  Center 1,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBCM,Singleton Gems,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBFX,Urban Concepts/Round The Clock,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBGQ,Cclc At 4 Ny Plaza,77%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBGR,Renanim Manhattan,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBGS,Hudson Guild,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBGT,Finger Painted Hands,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBGU,Sugar Hill Museum Preschool,98%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBHH,Center Annex (Tribeca Early Childhood Center),0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBHM,Childcare Partners Ny West,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBHV,Moreau Lmsw Children & Family Services Pc,94%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBIW,Creative Steps Early Childhood Center,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBJS,Ny Preschool Tribeca,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
