DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,53%,100%,89%,4.54,3.78,4.81,N/A,3.76,4.32
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,44%,100%,85%,4.33,4.12,4.76,N/A,4.23,3.81
13K492,ACADEMY OF ARTS AND LETTERS,77%,100%,95%,4.17,3.16,3.98,N/A,4.32,3.49
13K499,ACORN COMMUNITY HIGH SCHOOL,3%,55%,26%,3.97,3.69,2.77,N/A,N/A,N/A
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,60%,92%,89%,3.34,3.13,2.26,N/A,3.35,3.88
13K553,BROOKLYN ACADEMY HIGH SCHOOL,4%,100%,36%,3.53,4.15,3.75,N/A,4.59,3.95
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,12%,93%,58%,4.55,4.75,4.38,N/A,3.94,3.70
13K595,BEDFORD ACADEMY HIGH SCHOOL,50%,91%,93%,4.34,4.11,4.86,N/A,4.24,3.96
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,33%,88%,84%,2.55,3.01,3.20,N/A,3.46,2.79
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,26%,93%,46%,3.56,3.55,3.05,N/A,2.43,3.75
13K657,DOWNTOWN BROOKLYN YABC,6%,96%,24%,3.13,3.71,3.39,N/A,3.10,4.04
13K670,BENJAMIN BANNEKER ACADEMY,19%,78%,51%,3.05,3.27,2.86,N/A,3.81,3.63
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",24%,79%,70%,2.54,3.05,2.44,N/A,3.06,3.41
13K691,FORT GREENE PREPARATORY ACADEMY,23%,75%,94%,3.16,3.47,3.02,N/A,2.86,3.19
14K016,P.S. 016 LEONARD DUNKLY,92%,100%,N/A,3.75,3.58,3.71,N/A,4.18,4.03
14K017,P.S. 017 HENRY D. WOODWORTH,76%,100%,N/A,4.77,3.92,3.67,N/A,4.23,4.40
14K018,P.S. 018 EDWARD BUSH,77%,100%,N/A,2.91,3.30,2.34,N/A,3.59,3.74
14K023,P.S. 023 CARTER G. WOODSON,67%,100%,N/A,3.34,3.66,2.92,N/A,4.18,4.10
14K031,P.S. 031 SAMUEL F. DUPONT,79%,85%,N/A,N/A,N/A,N/A,N/A,N/A,4.08
14K034,P.S. 034 OLIVER H. PERRY,94%,94%,N/A,3.54,3.63,4.25,N/A,4.49,3.92
14K050,J.H.S. 050 JOHN D. WELLS,73%,93%,90%,4.35,4.19,3.79,N/A,4.10,4.75
14K059,P.S. 059 WILLIAM FLOYD,100%,93%,N/A,3.65,4.17,4.05,N/A,4.44,4.17
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,96%,95%,96%,3.55,3.86,3.62,N/A,4.64,4.15
14K084,P.S. 084 JOSE DE DIEGO,59%,97%,98%,3.70,3.43,3.60,N/A,4.40,3.70
14K110,P.S. 110 THE MONITOR,82%,97%,N/A,3.52,4.15,4.35,N/A,3.89,3.97
14K120,P.S. 120 CARLOS TAPIA,100%,88%,N/A,4.35,4.08,4.87,N/A,4.15,3.91
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,75%,82%,95%,3.71,3.86,3.84,N/A,3.73,3.66
14K132,P.S. 132 THE CONSELYEA SCHOOL,49%,80%,N/A,4.19,3.24,4.65,N/A,4.32,3.40
14K147,P.S. 147 ISAAC REMSEN,83%,96%,N/A,4.68,4.63,4.17,N/A,4.66,4.33
14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,38%,53%,33%,N/A,N/A,N/A,N/A,N/A,3.62
14K196,P.S. 196 TEN EYCK,75%,90%,N/A,4.73,4.57,4.00,N/A,4.49,4.55
14K250,P.S. 250 GEORGE H. LINDSAY,68%,63%,N/A,3.45,2.89,2.69,N/A,3.84,3.06
14K257,P.S. 257 JOHN F. HYLAN,82%,100%,N/A,4.25,4.84,3.87,N/A,4.49,4.70
14K297,P.S. 297 ABRAHAM STOCKTON,87%,100%,N/A,3.55,3.97,3.10,N/A,4.32,3.93
14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,60%,84%,83%,4.11,3.99,4.07,N/A,3.49,3.84
14K319,P.S. 319,98%,100%,N/A,4.95,4.52,4.06,N/A,4.91,4.62
14K380,P.S. 380 JOHN WAYNE ELEMENTARY,100%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.44
14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,54%,86%,N/A,4.37,3.91,4.23,N/A,4.74,4.12
14K449,"BROOKLYN LATIN SCHOOL, THE",23%,82%,93%,4.12,2.89,4.86,N/A,2.48,3.64
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,21%,85%,67%,4.04,3.72,3.95,N/A,3.66,4.04
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2%,85%,56%,3.03,3.45,3.95,N/A,3.64,2.94
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,24%,88%,63%,3.34,3.22,2.69,N/A,4.32,3.87
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",28%,81%,60%,2.94,2.79,3.72,N/A,3.26,2.45
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,19%,84%,68%,4.58,4.34,3.59,N/A,4.21,4.43
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,58%,100%,89%,4.34,3.81,4.00,N/A,3.76,3.77
14K561,WILLIAMSBURG PREPARATORY SCHOOL,28%,100%,84%,4.35,3.92,3.63,N/A,4.08,4.27
14K577,CONSELYEA PREPARATORY SCHOOL,93%,97%,98%,4.33,3.93,4.64,N/A,3.83,3.68
14K582,M.S. 582,54%,89%,97%,3.59,3.70,3.75,N/A,3.83,3.75
14K586,LYONS COMMUNITY SCHOOL,19%,100%,84%,3.64,3.88,3.51,N/A,4.07,4.19
14K610,AUTOMOTIVE HIGH SCHOOL,26%,100%,75%,2.62,2.86,3.08,N/A,3.61,2.75
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,73%,97%,83%,3.43,3.95,3.57,N/A,1.85,2.64
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,26%,100%,83%,N/A,N/A,N/A,N/A,N/A,4.55
14K923,AUTOMOTIVE HIGH SCHOOL YABC,3%,63%,45%,3.42,3.67,3.78,N/A,N/A,N/A
15K001,P.S. 001 THE BERGEN,53%,59%,N/A,3.02,3.18,3.01,N/A,4.01,3.50
15K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",38%,39%,N/A,3.18,3.79,3.71,N/A,4.40,3.55
15K015,P.S. 015 PATRICK F. DALY,48%,71%,N/A,N/A,N/A,N/A,N/A,N/A,4.24
15K024,P.S. 024,43%,100%,N/A,2.99,2.99,1.95,N/A,3.84,3.66
15K029,P.S. 029 JOHN M. HARRIGAN,65%,65%,N/A,4.42,4.07,4.83,N/A,4.57,4.34
15K032,P.S. 032 SAMUEL MILLS SPROLE,73%,100%,N/A,3.36,3.02,3.12,N/A,4.01,3.44
15K038,P.S. 038 THE PACIFIC,44%,68%,N/A,N/A,N/A,N/A,N/A,N/A,3.81
15K039,P.S. 039 HENRY BRISTOW,66%,100%,N/A,4.16,2.45,4.86,N/A,4.49,3.20
15K051,M.S. 51 WILLIAM ALEXANDER,45%,96%,93%,3.66,3.70,3.55,N/A,2.28,2.99
15K058,P.S. 058 THE CARROLL,73%,86%,N/A,4.44,3.53,3.96,N/A,4.40,3.70
15K088,J.H.S. 088 PETER ROUGET,36%,80%,95%,4.53,4.51,4.54,N/A,3.50,3.68
15K094,P.S. 094 THE HENRY LONGFELLOW,95%,97%,N/A,3.14,3.58,3.24,N/A,3.93,4.01
15K107,P.S. 107 JOHN W. KIMBALL,80%,97%,N/A,3.84,4.39,3.77,N/A,4.40,4.14
15K118,THE MAURICE SENDAK COMMUNITY SCHOOL,75%,100%,N/A,4.10,3.26,4.41,N/A,4.40,3.74
15K124,P.S. 124 SILAS B. DUTCHER,100%,100%,N/A,3.03,3.18,2.89,N/A,4.10,3.78
15K130,P.S. 130 THE PARKSIDE,63%,100%,N/A,4.20,4.70,4.09,N/A,4.40,4.19
15K131,P.S. 131 BROOKLYN,89%,100%,N/A,4.46,3.88,4.43,N/A,4.23,3.80
15K136,I.S. 136 CHARLES O. DEWEY,54%,92%,97%,4.39,4.28,3.63,N/A,4.14,4.20
15K146,"THE BROOKLYN NEW SCHOOL, P.S. 146",49%,85%,N/A,4.85,4.54,4.89,N/A,4.66,4.86
15K154,THE WINDSOR TERRACE SCHOOL,57%,79%,N/A,N/A,N/A,N/A,N/A,N/A,4.25
15K169,P.S. 169 SUNSET PARK,85%,73%,N/A,3.31,3.30,3.77,N/A,3.89,2.84
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,100%,100%,N/A,4.74,4.66,4.79,N/A,4.49,4.50
15K230,P.S. 230 DORIS L. COHEN,49%,100%,N/A,3.83,3.99,4.73,N/A,4.32,4.19
15K261,P.S. 261 PHILIP LIVINGSTON,57%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.93
15K295,P.S. 295,60%,100%,N/A,3.38,2.47,4.18,N/A,4.32,3.48
15K321,P.S. 321 WILLIAM PENN,51%,55%,N/A,4.81,4.76,4.94,N/A,4.66,4.77
15K418,P.S. 372 -THE CHILDREN'S SCHOOL,56%,96%,N/A,4.08,3.02,4.06,N/A,4.40,2.96
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,15%,100%,52%,4.40,4.26,4.11,N/A,4.25,4.61
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,66%,100%,95%,3.66,4.21,3.75,N/A,3.57,3.57
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,42%,73%,94%,4.08,3.58,4.31,N/A,3.30,3.85
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,48%,73%,97%,4.35,3.75,4.70,N/A,3.16,3.69
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,73%,100%,99%,4.17,3.70,4.18,N/A,3.89,3.99
15K448,BROOKLYN COLLABORATIVE STUDIES,28%,84%,73%,4.36,3.75,4.17,N/A,4.15,3.80
15K462,JOHN JAY SCHOOL FOR LAW,24%,91%,76%,3.66,1.92,4.34,N/A,2.17,2.15
15K463,SECONDARY SCHOOL FOR JOURNALISM,14%,21%,64%,N/A,N/A,N/A,N/A,N/A,N/A
15K464,PARK SLOPE COLLEGIATE,17%,67%,80%,3.13,3.26,3.89,N/A,2.87,3.04
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,39%,93%,82%,3.82,3.76,3.78,N/A,3.16,3.41
15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,66%,93%,N/A,N/A,N/A,N/A,N/A,N/A,4.17
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,30%,83%,54%,3.40,3.43,3.95,N/A,4.42,2.97
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,57%,94%,42%,3.61,3.55,3.07,N/A,2.24,3.30
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,43%,77%,57%,3.60,3.39,3.36,N/A,3.07,3.92
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,23%,94%,92%,4.19,4.03,3.63,N/A,4.17,4.10
15K667,SUNSET PARK HIGH SCHOOL,28%,89%,73%,2.89,3.50,3.21,N/A,3.32,2.87
15K676,RED HOOK NEIGHBORHOOD SCHOOL,100%,71%,N/A,3.12,2.46,2.27,N/A,2.51,3.05
15K684,MILLENNIUM BROOKLYN HS,54%,97%,87%,4.67,4.25,4.15,N/A,3.66,4.46
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,38%,93%,48%,4.62,4.70,3.61,N/A,4.07,4.35
15K821,SUNSET PARK PREP,32%,95%,81%,3.23,3.20,3.26,N/A,2.52,3.99
15K839,M.S. 839,40%,100%,88%,3.63,3.55,3.77,N/A,3.74,3.57
15K863,PRE-K CENTER AT BISHOP FORD SCHOOL SITE,30%,46%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15K896,P.S. 896,85%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16K005,P.S. 005 DR. RONALD MCNAIR,58%,78%,N/A,2.41,1.87,3.00,N/A,3.84,2.43
16K021,P.S. 021 CRISPUS ATTUCKS,98%,63%,N/A,3.48,3.78,3.35,N/A,4.18,4.07
16K025,P.S. 025 EUBIE BLAKE SCHOOL,61%,100%,N/A,3.95,3.97,3.85,N/A,3.67,3.13
16K026,P.S. 026 JESSE OWENS,59%,87%,N/A,3.76,3.98,4.35,N/A,4.66,4.30
16K028,P.S. 028 THE WARREN PREP ACADEMY,82%,100%,N/A,3.31,4.04,3.17,N/A,4.23,3.01
16K035,M.S. 035 STEPHEN DECATUR,92%,100%,99%,4.02,4.80,4.17,N/A,4.69,4.43
16K040,P.S. 040 GEORGE W. CARVER,31%,97%,N/A,4.04,4.33,3.30,N/A,4.32,4.60
16K057,J.H.S. 057 WHITELAW REID,47%,100%,99%,N/A,N/A,N/A,N/A,N/A,2.95
16K081,P.S. 081 THADDEUS STEVENS,80%,97%,N/A,3.42,3.42,2.26,N/A,3.67,3.52
16K243,P.S. 243K- THE WEEKSVILLE SCHOOL,53%,62%,N/A,3.63,3.17,2.63,N/A,3.79,3.79
16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,55%,94%,N/A,3.63,3.60,3.52,N/A,4.35,3.79
16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",73%,100%,100%,4.47,4.62,4.72,N/A,4.15,4.31
16K308,P.S. 308 CLARA CARDWELL,71%,50%,94%,3.20,3.36,2.96,N/A,3.42,3.44
16K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,66%,100%,N/A,3.13,3.24,3.02,N/A,4.32,3.16
16K335,P.S. 335 GRANVILLE T. WOODS,58%,96%,N/A,3.62,3.51,2.51,N/A,3.84,3.89
16K455,BOYS AND GIRLS HIGH SCHOOL,43%,81%,77%,3.53,3.41,2.83,N/A,3.88,3.57
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,23%,61%,47%,3.31,3.12,2.63,N/A,3.35,3.40
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,49%,83%,N/A,4.35,3.88,3.99,N/A,3.98,4.01
16K628,BROOKLYN BROWNSTONE SCHOOL,75%,85%,N/A,N/A,N/A,N/A,N/A,N/A,4.45
16K669,RESEARCH AND SERVICE HIGH SCHOOL,10%,94%,62%,3.85,4.02,3.06,N/A,3.64,3.62
16K681,MADIBA PREP MIDDLE SCHOOL,54%,58%,96%,3.54,3.42,3.74,N/A,4.36,4.11
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,53%,100%,85%,3.21,3.10,2.67,N/A,3.62,4.12
16K765,NELSON MANDELA HIGH SCHOOL,15%,100%,94%,2.30,2.82,2.60,N/A,3.91,2.59
16K898,M.S. 898,71%,100%,100%,N/A,N/A,N/A,N/A,N/A,N/A
16K959,BOYS AND GIRLS YABC,19%,72%,42%,3.83,4.08,3.82,N/A,4.83,4.76
17K002,PARKSIDE PREPARATORY ACADEMY,61%,83%,98%,N/A,N/A,N/A,N/A,N/A,3.30
17K006,NORMA ADAMS CLEMONS ACADEMY,44%,89%,N/A,4.25,3.66,4.65,N/A,3.64,3.61
17K012,DR. JACQUELINE PEEK-DAVIS SCHOOL,47%,55%,N/A,3.83,3.62,3.44,N/A,3.08,3.56
17K061,M.S. 061 DR. GLADSTONE H. ATWELL,42%,52%,83%,2.73,3.38,3.81,N/A,3.26,2.86
17K091,P.S. 091 THE ALBANY AVENUE SCHOOL,94%,100%,N/A,3.38,3.48,2.67,N/A,3.25,3.23
17K092,P.S. 092 ADRIAN HEGEMAN,45%,60%,N/A,3.43,3.36,2.39,N/A,3.76,3.90
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),59%,86%,78%,3.40,3.58,3.36,N/A,4.06,4.01
17K138,P.S. 138 BROOKLYN,48%,96%,92%,3.93,4.26,4.93,N/A,4.49,4.45
17K161,P.S. 161 THE CROWN,39%,75%,N/A,3.47,3.65,2.83,N/A,4.18,4.16
17K181,P.S. 181 BROOKLYN,38%,51%,90%,2.88,3.16,2.75,N/A,3.16,3.44
17K189,P.S. 189 THE BILINGUAL CENTER,62%,92%,95%,3.83,3.62,3.75,N/A,3.72,4.01
17K191,P.S. 191 PAUL ROBESON,58%,100%,N/A,3.89,4.66,4.20,N/A,4.23,4.41
17K221,P.S. 221 TOUSSAINT L'OUVERTURE,68%,58%,N/A,3.61,3.76,2.42,N/A,4.01,4.29
17K241,P.S. 241 EMMA L. JOHNSTON,65%,64%,N/A,4.08,3.63,4.41,N/A,4.06,3.72
17K246,M.S. 246 WALT WHITMAN,50%,91%,90%,3.41,3.40,3.25,N/A,2.55,3.55
17K249,P.S. 249 THE CATON,94%,76%,N/A,4.63,4.06,4.71,N/A,3.98,3.98
17K289,P.S. 289 GEORGE V. BROWER,21%,61%,N/A,2.89,3.42,2.92,N/A,3.50,3.33
17K316,P.S. 316 ELIJAH STROUD,45%,85%,N/A,N/A,N/A,N/A,N/A,N/A,3.66
17K340,I.S. 340,48%,94%,92%,3.12,3.28,3.54,N/A,3.48,3.29
17K352,EBBETS FIELD MIDDLE SCHOOL,98%,100%,98%,3.29,3.14,3.26,N/A,3.86,3.01
17K353,ELIJAH STROUD MIDDLE SCHOOL,44%,63%,99%,3.70,3.83,3.45,N/A,3.91,3.82
17K354,THE SCHOOL OF INTEGRATED LEARNING,96%,97%,99%,4.63,4.57,4.95,N/A,4.55,4.57
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,51%,91%,N/A,3.47,3.46,3.22,N/A,3.50,3.17
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,7%,100%,91%,4.08,3.56,3.08,N/A,2.94,3.05
17K394,M.S. K394,53%,100%,96%,3.22,3.73,2.89,N/A,3.25,4.22
17K397,P.S. 397 FOSTER-LAURIE,78%,89%,N/A,3.94,3.98,4.20,N/A,4.32,4.05
17K398,P.S. 398 WALTER WEAVER,72%,87%,N/A,4.36,4.17,4.07,N/A,3.98,4.30
17K399,P.S. 399 STANLEY EUGENE CLARK,65%,100%,N/A,3.87,4.33,2.78,N/A,3.42,3.46
17K408,ACADEMY OF HOSPITALITY AND TOURISM,84%,100%,95%,3.50,3.61,2.94,N/A,2.84,3.89
17K467,ERASMUS YABC,3%,50%,48%,3.99,4.45,3.71,N/A,N/A,N/A
17K484,RONALD EDMONDS LEARNING CENTER II,46%,100%,92%,4.99,4.33,3.87,N/A,4.63,4.91
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,18%,77%,71%,4.25,4.02,4.40,N/A,4.65,4.10
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,67%,100%,88%,N/A,N/A,N/A,N/A,N/A,2.66
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",51%,93%,97%,3.57,3.60,3.49,N/A,3.08,3.58
17K532,NEW BRIDGES ELEMENTARY,62%,98%,N/A,4.41,3.94,2.80,N/A,4.52,4.81
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,39%,92%,70%,4.41,4.09,3.83,N/A,3.89,3.92
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,35%,96%,50%,3.51,3.40,3.15,N/A,4.27,3.26
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",87%,82%,93%,4.69,4.49,4.23,N/A,4.85,4.38
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,42%,82%,84%,2.96,3.65,3.56,N/A,3.71,3.87
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,46%,95%,88%,3.09,3.42,3.05,N/A,3.22,3.49
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,11%,83%,81%,3.73,3.99,3.09,N/A,2.65,3.53
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,36%,100%,82%,3.52,2.50,3.10,N/A,3.72,2.69
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,54%,19%,38%,N/A,N/A,N/A,N/A,4.57,3.42
17K600,CLARA BARTON HIGH SCHOOL,23%,89%,75%,3.28,3.40,2.49,N/A,2.79,2.86
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,13%,92%,50%,2.60,3.44,2.78,N/A,3.56,3.67
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,64%,96%,N/A,3.20,3.28,2.96,N/A,4.23,3.15
17K722,NEW HEIGHTS MIDDLE SCHOOL,57%,85%,69%,N/A,N/A,N/A,N/A,N/A,2.88
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,46%,100%,93%,3.59,3.93,3.86,N/A,3.92,3.46
17K751,ACADEMY FOR HEALTH CAREERS,13%,71%,78%,3.69,3.07,2.85,N/A,3.42,2.69
17K770,P.S. 770 NEW AMERICAN ACADEMY,75%,60%,N/A,3.39,4.02,3.46,N/A,4.06,3.12
18K066,P.S. 66,27%,81%,92%,3.93,3.83,3.33,N/A,3.72,3.10
18K068,I.S. 068 ISAAC BILDERSEE,22%,71%,85%,4.45,3.75,4.61,N/A,3.35,3.83
18K114,P.S. 114 RYDER ELEMENTARY,50%,80%,N/A,3.29,3.51,3.42,N/A,3.89,3.10
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,49%,100%,N/A,3.47,3.45,3.12,N/A,4.15,3.46
18K135,P.S. 135 SHELDON A. BROOKNER,57%,76%,N/A,3.15,2.83,2.12,N/A,2.99,2.57
18K208,P.S. 208 ELSA EBELING,47%,50%,N/A,3.01,3.10,3.34,N/A,3.98,2.68
18K211,I.S. 211 JOHN WILSON,7%,55%,71%,3.69,3.88,3.98,N/A,4.14,3.63
18K219,P.S. 219 KENNEDY-KING,37%,41%,N/A,1.95,2.12,2.19,N/A,2.74,2.40
18K233,P.S. 233 LANGSTON HUGHES,58%,94%,N/A,3.81,3.45,2.71,N/A,3.62,4.28
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,36%,76%,99%,2.69,3.16,3.09,N/A,3.50,3.26
18K244,P.S. 244 RICHARD R. GREEN,52%,73%,N/A,3.28,3.08,3.47,N/A,3.59,2.74
18K268,P.S. 268 EMMA LAZARUS,31%,45%,N/A,3.46,3.52,3.23,N/A,4.10,3.98
18K272,P.S. 272 CURTIS ESTABROOK,61%,81%,N/A,2.88,3.06,3.24,N/A,3.33,2.85
18K276,P.S. 276 LOUIS MARSHALL,67%,83%,N/A,3.69,3.51,2.73,N/A,3.42,3.69
18K279,P.S. 279 HERMAN SCHREIBER,58%,70%,N/A,3.09,3.55,3.37,N/A,3.84,3.31
18K285,I.S. 285 MEYER LEVIN,30%,77%,89%,3.80,3.48,3.68,N/A,3.22,3.65
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,86%,94%,98%,2.76,3.50,2.82,N/A,3.59,3.17
18K563,IT TAKES A VILLAGE ACADEMY,28%,80%,75%,3.44,1.14,3.94,N/A,2.79,1.57
18K566,BROOKLYN GENERATION SCHOOL,31%,89%,81%,3.85,4.01,3.76,N/A,4.15,3.86
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,47%,84%,79%,3.06,3.01,2.04,N/A,3.31,2.86
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,26%,61%,82%,3.00,3.34,3.12,N/A,3.71,3.29
18K576,VICTORY COLLEGIATE HIGH SCHOOL,9%,87%,60%,3.81,3.37,4.41,N/A,3.67,3.59
18K578,BROOKLYN BRIDGE ACADEMY,87%,88%,72%,3.67,2.02,3.30,N/A,4.45,3.23
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,35%,100%,87%,3.91,4.01,3.69,N/A,3.09,3.27
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,30%,95%,99%,3.55,3.68,3.28,N/A,3.67,3.85
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,4%,95%,58%,3.42,3.24,3.31,N/A,4.21,4.00
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,29%,100%,94%,3.06,3.04,2.61,N/A,3.48,3.25
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,23%,72%,92%,3.37,3.66,3.80,N/A,4.59,3.83
18K635,OLYMPUS ACADEMY,42%,88%,82%,3.61,3.76,3.18,N/A,2.10,4.04
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,73%,100%,93%,N/A,N/A,N/A,N/A,N/A,4.44
18K642,URBAN ACTION ACADEMY,26%,95%,88%,2.90,3.09,3.53,N/A,2.90,2.28
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,18%,95%,65%,4.51,4.28,4.41,N/A,4.25,4.23
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,40%,100%,98%,3.90,4.49,4.49,N/A,4.03,4.29
18K922,SOUTH SHORE EDUCATIONAL COMPLEX YABC,58%,71%,2%,4.71,4.99,3.45,N/A,4.99,4.99
19K007,P.S. 007 ABRAHAM LINCOLN,88%,95%,N/A,3.29,3.49,3.38,N/A,4.32,3.73
19K013,P.S. 013 ROBERTO CLEMENTE,82%,100%,N/A,3.88,3.92,4.05,N/A,4.15,3.75
19K065,P.S. 065,100%,100%,N/A,4.84,4.90,4.49,N/A,4.57,4.76
19K089,P.S. 089 CYPRESS HILLS,84%,96%,99%,4.39,4.26,3.53,N/A,4.40,4.17
19K108,P.S. 108 SAL ABBRACCIAMENTO,100%,100%,N/A,3.85,3.28,4.59,N/A,4.40,3.11
19K149,P.S. 149 DANNY KAYE,83%,91%,N/A,4.32,4.17,4.32,N/A,3.98,3.64
19K158,P.S. 158 WARWICK,30%,74%,N/A,2.79,1.44,3.22,N/A,3.38,1.73
19K159,P.S. 159 ISAAC PITKIN,57%,96%,N/A,N/A,N/A,N/A,N/A,N/A,4.37
19K171,I.S. 171 ABRAHAM LINCOLN,44%,100%,97%,3.67,3.53,2.75,N/A,3.55,3.69
19K190,P.S. 190 SHEFFIELD,34%,93%,N/A,3.63,3.90,3.69,N/A,3.84,4.44
19K202,P.S. 202 ERNEST S. JENKYNS,100%,70%,N/A,2.47,3.25,2.52,N/A,4.01,3.10
19K213,P.S. 213 NEW LOTS,55%,86%,N/A,2.59,2.16,2.56,N/A,3.16,2.25
19K214,P.S. 214 MICHAEL FRIEDSAM,50%,91%,N/A,2.81,2.62,2.61,N/A,3.67,3.50
19K218,J.H.S. 218 JAMES P. SINNOTT,33%,92%,92%,3.42,3.06,2.76,N/A,3.15,3.51
19K224,P.S. 224 HALE A. WOODRUFF,63%,91%,N/A,3.68,3.53,3.22,N/A,3.42,3.55
19K273,P.S. 273 WORTMAN,65%,81%,N/A,3.10,3.14,3.10,N/A,3.67,3.50
19K290,P.S. 290 JUAN MOREL CAMPOS,46%,48%,N/A,3.45,3.40,3.92,N/A,3.89,2.90
