DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,48%,87%,68%,3.86,3.65,3.36,N/A,4.21,2.94
13K270,P.S. 270 JOHANN DEKALB,65%,93%,N/A,2.62,3.32,2.31,N/A,3.39,3.51
13K282,P.S. 282 PARK SLOPE,19%,20%,98%,N/A,N/A,N/A,N/A,N/A,N/A
13K287,P.S. 287 BAILEY K. ASHFORD,95%,78%,N/A,2.85,3.28,2.75,N/A,3.56,2.73
13K301,SATELLITE EAST MIDDLE SCHOOL,63%,90%,91%,N/A,N/A,N/A,N/A,N/A,3.27
13K305,P.S. 305 DR. PETER RAY,100%,38%,N/A,3.63,3.72,N/A,N/A,4.34,3.74
13K307,P.S. 307 DANIEL HALE WILLIAMS,42%,48%,N/A,N/A,N/A,N/A,N/A,N/A,2.25
13K313,DOCK STREET SCHOOL FOR STEAM STUDIES,60%,50%,99%,3.28,3.38,3.31,N/A,3.67,2.79
13K350,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,54%,79%,40%,3.65,3.52,2.99,N/A,4.17,3.60
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,43%,94%,95%,3.63,3.97,2.39,N/A,4.15,4.07
13K412,BROOKLYN COMMUNITY ARTS & MEDIA HIGH SCHOOL (BCAM),25%,90%,88%,N/A,N/A,N/A,N/A,N/A,3.55
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",26%,85%,81%,N/A,N/A,N/A,N/A,N/A,2.91
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,35%,49%,52%,3.80,4.16,4.32,N/A,1.90,3.34
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,68%,100%,89%,4.91,4.28,4.89,N/A,4.02,4.78
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,52%,97%,90%,4.41,4.13,4.68,N/A,4.21,3.69
13K492,ACADEMY OF ARTS AND LETTERS,69%,94%,95%,3.46,2.73,3.87,N/A,4.53,3.64
13K499,ACORN COMMUNITY HIGH SCHOOL,13%,71%,70%,3.06,2.99,2.62,N/A,1.81,2.40
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,64%,100%,90%,2.85,2.70,2.15,N/A,3.12,3.66
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2%,92%,27%,3.69,4.22,3.83,N/A,N/A,N/A
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,1%,42%,0%,N/A,N/A,N/A,N/A,N/A,N/A
13K595,BEDFORD ACADEMY HIGH SCHOOL,57%,100%,98%,4.49,4.51,4.79,N/A,4.75,3.88
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,35%,87%,77%,N/A,N/A,N/A,N/A,N/A,2.77
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE,17%,100%,52%,3.63,3.78,3.12,N/A,3.74,4.32
13K657,DOWNTOWN BROOKLYN YABC,8%,81%,33%,3.43,3.00,3.61,N/A,2.56,3.12
13K670,BENJAMIN BANNEKER ACADEMY,13%,52%,50%,3.24,3.23,2.77,N/A,3.43,3.34
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",15%,69%,62%,2.97,3.00,2.49,N/A,3.20,2.91
13K691,FORT GREENE PREPARATORY ACADEMY,19%,100%,94%,3.03,3.34,3.11,N/A,3.42,3.54
14K016,P.S. 016 LEONARD DUNKLY,87%,100%,N/A,3.57,3.22,3.64,N/A,3.49,3.32
14K017,P.S. 017 HENRY D. WOODWORTH,71%,81%,N/A,3.94,4.57,3.73,N/A,4.34,4.56
14K018,P.S. 018 EDWARD BUSH,93%,74%,N/A,3.38,3.60,2.51,N/A,3.59,4.16
14K023,P.S. 023 CARTER G. WOODSON,88%,93%,N/A,3.52,3.72,2.82,N/A,4.17,4.35
14K031,P.S. 031 SAMUEL F. DUPONT,78%,78%,N/A,3.38,3.49,3.41,N/A,4.00,3.05
14K034,P.S. 034 OLIVER H. PERRY,88%,91%,N/A,N/A,N/A,N/A,N/A,N/A,2.82
14K050,J.H.S. 050 JOHN D. WELLS,77%,96%,92%,4.33,4.04,3.68,N/A,4.14,4.30
14K059,P.S. 059 WILLIAM FLOYD,86%,100%,N/A,4.01,4.09,4.03,N/A,3.50,4.07
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,95%,99%,87%,N/A,N/A,N/A,N/A,N/A,4.10
14K084,P.S. 084 JOSE DE DIEGO,52%,92%,97%,3.84,3.52,3.55,N/A,3.94,3.63
14K110,P.S. 110 THE MONITOR,76%,100%,N/A,3.63,4.10,4.37,N/A,3.83,3.81
14K120,P.S. 120 CARLOS TAPIA,92%,100%,N/A,4.78,4.61,4.74,N/A,4.19,4.53
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,98%,92%,98%,3.73,3.95,4.05,N/A,3.89,3.46
14K132,P.S. 132 THE CONSELYEA SCHOOL,62%,93%,N/A,4.41,3.76,4.74,N/A,4.48,3.91
14K147,P.S. 147 ISAAC REMSEN,91%,97%,N/A,4.62,4.33,4.09,N/A,4.55,4.11
14K157,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,71%,63%,95%,3.37,3.36,3.49,N/A,4.11,3.40
14K196,P.S. 196 TEN EYCK,70%,100%,N/A,4.65,4.54,3.87,N/A,4.27,4.52
14K250,P.S. 250 GEORGE H. LINDSAY,70%,59%,N/A,3.63,3.17,2.90,N/A,3.81,3.76
14K257,P.S. 257 JOHN F. HYLAN,76%,100%,N/A,4.25,4.89,3.87,N/A,4.27,4.75
14K297,P.S. 297 ABRAHAM STOCKTON,87%,100%,N/A,3.83,4.02,3.22,N/A,4.18,4.16
14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,62%,84%,85%,3.85,3.94,4.04,N/A,3.51,3.86
14K319,P.S. 319,100%,92%,N/A,4.77,4.29,3.91,N/A,4.83,4.72
14K380,P.S. 380 JOHN WAYNE ELEMENTARY,100%,98%,N/A,4.50,4.12,4.35,N/A,4.32,3.99
14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,69%,91%,N/A,4.21,3.83,4.29,N/A,4.55,4.33
14K449,"BROOKLYN LATIN SCHOOL, THE",25%,87%,95%,4.16,3.05,4.73,N/A,2.57,3.85
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,24%,58%,70%,4.13,3.72,4.02,N/A,4.21,4.03
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,54%,84%,77%,N/A,N/A,N/A,N/A,N/A,3.60
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,67%,75%,50%,3.12,3.30,2.57,N/A,4.47,4.14
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",23%,68%,72%,N/A,N/A,N/A,N/A,N/A,3.10
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,23%,71%,77%,4.33,3.80,3.59,N/A,3.67,3.78
14K561,WILLIAMSBURG PREPARATORY SCHOOL,53%,93%,82%,4.59,3.77,3.90,N/A,3.23,4.10
14K577,CONSELYEA PREPARATORY SCHOOL,96%,97%,99%,4.59,4.19,4.78,N/A,3.95,3.93
14K582,M.S. 582,68%,100%,100%,4.06,4.41,4.14,N/A,3.72,4.23
14K586,LYONS COMMUNITY SCHOOL,15%,100%,75%,3.95,4.24,3.61,N/A,3.86,4.20
14K610,AUTOMOTIVE HIGH SCHOOL,39%,85%,74%,N/A,N/A,N/A,N/A,N/A,2.82
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,72%,83%,86%,2.68,3.64,3.40,N/A,4.31,3.28
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,52%,100%,74%,4.58,4.19,4.43,N/A,3.95,4.14
14K923,AUTOMOTIVE HIGH SCHOOL YABC,1%,47%,31%,3.46,4.20,3.85,N/A,N/A,N/A
15K001,P.S. 001 THE BERGEN,40%,61%,N/A,3.04,3.48,2.94,N/A,3.22,3.66
15K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",43%,73%,N/A,3.41,3.40,4.75,N/A,4.40,4.06
15K015,P.S. 015 PATRICK F. DALY,64%,93%,N/A,4.40,3.69,4.08,N/A,3.10,4.03
15K024,P.S. 024,53%,100%,N/A,2.58,2.60,1.98,N/A,3.16,3.08
15K029,P.S. 029 JOHN M. HARRIGAN,70%,76%,N/A,4.39,4.01,4.80,N/A,4.69,4.54
15K032,P.S. 032 SAMUEL MILLS SPROLE,66%,90%,N/A,2.61,2.56,2.85,N/A,4.00,2.73
15K038,P.S. 038 THE PACIFIC,40%,64%,N/A,4.31,2.20,3.72,N/A,3.81,2.58
15K039,P.S. 039 HENRY BRISTOW,59%,52%,N/A,4.02,2.09,4.65,N/A,4.61,3.36
15K051,M.S. 51 WILLIAM ALEXANDER,55%,96%,93%,3.81,3.83,3.56,N/A,3.10,3.31
15K058,P.S. 058 THE CARROLL,55%,78%,N/A,4.61,3.86,4.08,N/A,4.61,4.00
15K088,J.H.S. 088 PETER ROUGET,37%,90%,67%,N/A,N/A,N/A,N/A,N/A,3.27
15K094,P.S. 094 THE HENRY LONGFELLOW,85%,93%,N/A,N/A,N/A,N/A,N/A,N/A,3.75
15K107,P.S. 107 JOHN W. KIMBALL,82%,81%,N/A,4.56,4.29,4.50,N/A,4.46,4.02
15K118,THE MAURICE SENDAK COMMUNITY SCHOOL,71%,100%,N/A,4.63,4.04,4.49,N/A,4.62,4.38
15K124,P.S. 124 SILAS B. DUTCHER,44%,73%,N/A,1.95,2.36,2.22,N/A,3.80,2.40
15K130,P.S. 130 THE PARKSIDE,78%,98%,N/A,4.45,4.01,4.33,N/A,4.23,3.95
15K131,P.S. 131 BROOKLYN,78%,97%,N/A,4.68,4.36,4.41,N/A,3.67,4.23
15K136,I.S. 136 CHARLES O. DEWEY,46%,98%,93%,4.37,4.18,3.60,N/A,3.06,4.13
15K146,"THE BROOKLYN NEW SCHOOL, P.S. 146",48%,86%,N/A,4.77,4.31,4.83,N/A,4.85,4.61
15K154,THE WINDSOR TERRACE SCHOOL,65%,81%,N/A,4.58,4.52,3.70,N/A,4.53,4.38
15K169,P.S. 169 SUNSET PARK,90%,97%,N/A,3.18,3.33,3.83,N/A,3.13,2.73
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,100%,100%,N/A,4.75,4.75,4.91,N/A,4.06,4.57
15K230,P.S. 230 DORIS L. COHEN,60%,93%,N/A,3.80,3.84,4.77,N/A,4.11,4.22
15K261,P.S. 261 PHILIP LIVINGSTON,61%,100%,N/A,4.33,3.18,3.67,N/A,4.45,4.07
15K295,P.S. 295,57%,87%,N/A,3.46,2.82,4.47,N/A,4.25,3.50
15K321,P.S. 321 WILLIAM PENN,51%,74%,N/A,4.83,4.58,4.88,N/A,4.61,4.58
15K418,P.S. 372 -THE CHILDREN'S SCHOOL,57%,63%,N/A,3.27,1.62,3.70,N/A,4.53,2.40
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,14%,100%,41%,N/A,N/A,N/A,N/A,N/A,4.12
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,46%,100%,95%,4.02,4.21,3.96,N/A,3.44,3.68
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,41%,85%,98%,4.32,3.30,4.01,N/A,3.83,3.40
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,42%,73%,98%,4.38,3.81,4.78,N/A,3.49,3.79
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,61%,94%,97%,4.37,3.80,4.13,N/A,4.31,3.95
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,26%,74%,69%,4.15,3.01,4.04,N/A,3.89,3.65
15K462,JOHN JAY SCHOOL FOR LAW,27%,94%,80%,4.11,3.34,4.61,N/A,2.37,2.85
15K463,SECONDARY SCHOOL FOR JOURNALISM,30%,88%,88%,2.49,3.34,2.38,N/A,4.04,3.48
15K464,PARK SLOPE COLLEGIATE,23%,65%,77%,3.99,3.51,4.16,N/A,3.89,3.23
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,42%,92%,83%,4.00,3.89,3.82,N/A,3.72,3.64
15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,69%,95%,N/A,4.30,3.83,4.03,N/A,4.40,4.46
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,19%,85%,57%,3.12,3.35,3.94,N/A,2.87,2.78
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,9%,94%,40%,3.54,3.46,3.14,N/A,3.94,3.53
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,43%,86%,64%,3.94,3.65,3.54,N/A,3.18,4.08
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,33%,88%,91%,3.97,3.92,3.53,N/A,3.72,3.90
15K667,SUNSET PARK HIGH SCHOOL,25%,85%,78%,3.14,3.49,3.28,N/A,3.16,3.00
15K676,RED HOOK NEIGHBORHOOD SCHOOL,52%,69%,N/A,3.20,2.85,2.48,N/A,2.34,3.56
15K684,MILLENNIUM BROOKLYN HS,55%,98%,84%,4.49,3.98,4.11,N/A,4.03,4.33
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,19%,94%,64%,4.03,3.49,3.64,N/A,3.41,3.42
15K821,SUNSET PARK PREP,29%,98%,94%,N/A,N/A,N/A,N/A,N/A,3.99
15K839,M.S. 839,33%,100%,93%,N/A,N/A,N/A,N/A,N/A,3.50
15K863,PRE-K CENTER AT BISHOP FORD SCHOOL SITE,50%,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16K005,P.S. 005 DR. RONALD MCNAIR,65%,100%,N/A,2.51,2.07,3.18,N/A,3.53,2.52
16K021,P.S. 021 CRISPUS ATTUCKS,87%,72%,N/A,3.40,3.82,3.22,N/A,4.10,3.99
16K025,P.S. 025 EUBIE BLAKE SCHOOL,78%,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16K026,P.S. 026 JESSE OWENS,47%,91%,N/A,3.97,4.41,4.37,N/A,4.23,4.09
16K028,P.S. 028 THE WARREN PREP ACADEMY,65%,100%,N/A,3.53,3.94,3.20,N/A,3.42,3.13
16K035,M.S. 035 STEPHEN DECATUR,98%,100%,97%,4.05,4.82,4.16,N/A,4.83,4.74
16K040,P.S. 040 GEORGE W. CARVER,65%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.39
16K057,J.H.S. 057 WHITELAW REID,46%,95%,92%,4.07,2.78,4.49,N/A,3.34,3.48
16K081,P.S. 081 THADDEUS STEVENS,73%,88%,N/A,3.37,3.42,2.52,N/A,3.75,4.11
16K243,P.S. 243K- THE WEEKSVILLE SCHOOL,64%,58%,N/A,3.91,3.28,2.41,N/A,3.56,4.05
16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,78%,94%,N/A,3.85,3.59,3.55,N/A,4.03,3.86
16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",66%,100%,99%,3.83,4.37,3.96,N/A,3.69,4.08
16K308,P.S. 308 CLARA CARDWELL,53%,94%,85%,3.45,3.77,2.96,N/A,3.37,3.44
16K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,55%,96%,N/A,3.30,3.44,3.27,N/A,3.68,2.97
16K335,P.S. 335 GRANVILLE T. WOODS,37%,93%,N/A,N/A,N/A,N/A,N/A,N/A,3.89
16K455,BOYS AND GIRLS HIGH SCHOOL,39%,85%,70%,N/A,N/A,N/A,N/A,N/A,3.31
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,12%,40%,40%,3.13,2.73,2.49,N/A,N/A,N/A
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,29%,94%,84%,4.19,2.98,4.11,N/A,3.89,3.49
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,96%,91%,N/A,4.12,3.39,4.09,N/A,4.44,4.10
16K628,BROOKLYN BROWNSTONE SCHOOL,91%,100%,N/A,4.85,4.94,3.84,N/A,4.78,4.85
16K669,RESEARCH AND SERVICE HIGH SCHOOL,1%,72%,61%,3.89,4.01,3.22,N/A,N/A,N/A
16K681,MADIBA PREP MIDDLE SCHOOL,67%,81%,86%,3.16,3.19,3.63,N/A,4.45,3.58
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,44%,100%,70%,3.34,3.20,2.65,N/A,3.65,4.21
16K765,NELSON MANDELA HIGH SCHOOL,25%,100%,98%,2.85,2.91,2.78,N/A,3.20,3.11
16K959,BOYS AND GIRLS YABC,41%,63%,29%,4.37,4.90,4.46,N/A,4.07,4.71
17K002,PARKSIDE PREPARATORY ACADEMY,36%,78%,93%,3.72,4.43,3.63,N/A,3.77,3.76
17K006,NORMA ADAMS CLEMONS ACADEMY,28%,66%,N/A,4.68,4.32,4.81,N/A,3.27,3.91
17K012,DR. JACQUELINE PEEK-DAVIS SCHOOL,8%,89%,N/A,4.03,3.92,3.57,N/A,2.99,4.34
17K061,M.S. 061 DR. GLADSTONE H. ATWELL,34%,67%,65%,2.64,3.50,3.55,N/A,3.51,2.70
17K091,P.S. 091 THE ALBANY AVENUE SCHOOL,91%,96%,N/A,3.51,3.54,2.70,N/A,3.28,3.51
17K092,P.S. 092 ADRIAN HEGEMAN,41%,70%,N/A,3.66,3.37,2.55,N/A,3.77,3.72
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),69%,100%,45%,3.55,4.06,3.49,N/A,4.44,4.07
17K138,P.S. 138 BROOKLYN,64%,85%,85%,4.04,4.31,4.74,N/A,4.78,4.57
17K161,P.S. 161 THE CROWN,38%,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17K181,P.S. 181 BROOKLYN,30%,43%,97%,2.93,3.12,2.65,N/A,3.03,3.56
17K189,P.S. 189 THE BILINGUAL CENTER,62%,51%,93%,4.59,4.29,4.13,N/A,2.70,3.88
17K191,P.S. 191 PAUL ROBESON,41%,14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17K221,P.S. 221 TOUSSAINT L'OUVERTURE,41%,64%,N/A,N/A,N/A,N/A,N/A,N/A,2.45
17K241,P.S. 241 EMMA L. JOHNSTON,54%,69%,N/A,4.24,3.88,4.18,N/A,3.94,3.71
17K246,M.S. 246 WALT WHITMAN,61%,68%,94%,3.32,3.36,3.31,N/A,3.28,3.89
17K249,P.S. 249 THE CATON,100%,93%,N/A,4.88,4.38,4.92,N/A,3.59,4.33
17K289,P.S. 289 GEORGE V. BROWER,30%,55%,N/A,3.33,3.77,3.11,N/A,3.36,3.45
17K316,P.S. 316 ELIJAH STROUD,46%,77%,N/A,4.11,3.17,4.34,N/A,3.83,3.39
17K340,I.S. 340,21%,82%,83%,N/A,N/A,N/A,N/A,N/A,3.46
17K352,EBBETS FIELD MIDDLE SCHOOL,100%,100%,99%,3.45,3.52,3.57,N/A,3.87,3.14
17K353,ELIJAH STROUD MIDDLE SCHOOL,63%,57%,98%,3.49,3.63,3.61,N/A,3.88,3.74
17K354,THE SCHOOL OF INTEGRATED LEARNING,95%,100%,99%,4.70,4.94,4.94,N/A,4.51,4.76
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,47%,81%,N/A,4.00,3.68,3.51,N/A,3.30,3.90
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,18%,87%,81%,N/A,N/A,N/A,N/A,N/A,2.51
17K394,M.S. K394,54%,97%,77%,3.06,3.51,2.97,N/A,1.97,3.52
17K397,P.S. 397 FOSTER-LAURIE,59%,80%,N/A,3.92,3.93,4.07,N/A,4.04,4.03
17K398,P.S. 398 WALTER WEAVER,90%,94%,N/A,3.70,3.79,4.05,N/A,3.36,3.21
17K399,P.S. 399 STANLEY EUGENE CLARK,50%,74%,N/A,2.60,1.50,2.97,N/A,3.30,2.66
17K408,ACADEMY OF HOSPITALITY AND TOURISM,74%,100%,91%,3.95,3.79,3.31,N/A,4.27,4.13
17K467,ERASMUS YABC,0%,56%,40%,4.16,4.66,2.21,N/A,N/A,N/A
17K484,RONALD EDMONDS LEARNING CENTER II,48%,100%,88%,4.90,4.37,3.87,N/A,4.74,4.95
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,11%,88%,51%,N/A,N/A,N/A,N/A,N/A,N/A
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,28%,89%,83%,4.79,4.30,4.78,N/A,3.66,4.38
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,42%,100%,97%,4.13,3.02,4.13,N/A,2.91,3.36
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",70%,100%,94%,3.66,4.05,3.56,N/A,3.08,3.61
17K532,NEW BRIDGES ELEMENTARY,65%,98%,N/A,4.01,3.70,2.56,N/A,4.03,4.20
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,52%,100%,67%,4.38,4.05,3.88,N/A,4.21,4.11
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,31%,92%,47%,3.64,3.47,3.42,N/A,4.21,3.48
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",29%,85%,80%,4.77,4.17,4.13,N/A,3.89,3.91
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,37%,77%,91%,N/A,N/A,N/A,N/A,N/A,4.03
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,28%,85%,78%,3.22,3.41,3.09,N/A,3.17,3.56
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,52%,90%,84%,3.38,3.38,3.01,N/A,3.74,2.91
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,2%,60%,0%,3.57,1.87,3.16,N/A,N/A,N/A
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,34%,23%,72%,N/A,N/A,N/A,N/A,N/A,N/A
17K600,CLARA BARTON HIGH SCHOOL,20%,78%,67%,3.17,3.41,2.50,N/A,2.94,2.75
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,74%,87%,N/A,3.24,3.49,2.97,N/A,3.85,3.59
17K722,NEW HEIGHTS MIDDLE SCHOOL,37%,96%,89%,3.09,3.37,3.21,N/A,3.58,3.17
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,65%,100%,94%,N/A,N/A,N/A,N/A,N/A,3.90
17K751,ACADEMY FOR HEALTH CAREERS,12%,100%,78%,3.79,3.04,2.82,N/A,3.04,3.02
17K770,P.S. 770 NEW AMERICAN ACADEMY,77%,92%,N/A,4.14,4.39,3.74,N/A,3.93,3.62
18K066,P.S. 66,36%,89%,98%,N/A,N/A,N/A,N/A,N/A,3.37
18K068,I.S. 068 ISAAC BILDERSEE,36%,72%,78%,4.50,3.58,4.60,N/A,3.08,3.84
18K114,P.S. 114 RYDER ELEMENTARY,34%,88%,N/A,3.49,3.59,3.54,N/A,3.67,3.62
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,44%,89%,N/A,3.61,3.56,3.18,N/A,3.95,3.92
18K135,P.S. 135 SHELDON A. BROOKNER,64%,84%,N/A,3.61,3.06,2.16,N/A,2.82,3.55
18K208,P.S. 208 ELSA EBELING,48%,59%,N/A,N/A,N/A,N/A,N/A,N/A,3.27
18K211,I.S. 211 JOHN WILSON,13%,54%,84%,3.34,2.97,3.95,N/A,2.64,2.88
18K219,P.S. 219 KENNEDY-KING,31%,46%,N/A,N/A,N/A,N/A,N/A,N/A,2.56
18K233,P.S. 233 LANGSTON HUGHES,29%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.29
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,28%,82%,99%,2.92,3.33,3.27,N/A,3.72,3.65
18K244,P.S. 244 RICHARD R. GREEN,31%,68%,N/A,N/A,N/A,N/A,N/A,N/A,2.52
18K268,P.S. 268 EMMA LAZARUS,38%,88%,N/A,3.70,3.78,3.20,N/A,3.64,3.96
18K272,P.S. 272 CURTIS ESTABROOK,58%,80%,N/A,2.84,3.27,3.03,N/A,2.96,3.12
18K276,P.S. 276 LOUIS MARSHALL,56%,69%,N/A,3.62,3.32,2.62,N/A,3.28,3.55
18K279,P.S. 279 HERMAN SCHREIBER,45%,56%,N/A,N/A,N/A,N/A,N/A,N/A,3.29
18K285,I.S. 285 MEYER LEVIN,56%,75%,87%,3.95,3.55,3.63,N/A,2.79,3.49
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,93%,97%,98%,N/A,N/A,N/A,N/A,N/A,3.01
18K563,IT TAKES A VILLAGE ACADEMY,32%,96%,72%,3.83,2.10,4.17,N/A,2.21,1.60
18K566,BROOKLYN GENERATION SCHOOL,40%,91%,81%,3.93,3.87,3.91,N/A,3.66,3.47
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,50%,90%,78%,2.99,2.81,2.25,N/A,4.17,3.13
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,18%,68%,76%,3.77,3.67,3.77,N/A,4.27,3.28
18K576,VICTORY COLLEGIATE HIGH SCHOOL,12%,85%,65%,3.43,2.58,4.30,N/A,3.78,3.55
18K578,BROOKLYN BRIDGE ACADEMY,55%,82%,57%,4.07,2.96,3.64,N/A,4.38,3.45
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,86%,90%,95%,2.89,3.89,3.08,N/A,4.57,3.79
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,48%,100%,99%,N/A,N/A,N/A,N/A,N/A,3.55
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,24%,83%,93%,N/A,N/A,N/A,N/A,N/A,N/A
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,7%,76%,71%,3.18,3.56,3.21,N/A,3.84,3.49
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,16%,85%,93%,2.60,2.88,2.58,N/A,3.66,3.18
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,15%,89%,91%,3.53,3.47,3.78,N/A,3.70,3.49
18K635,OLYMPUS ACADEMY,20%,100%,79%,N/A,N/A,N/A,N/A,N/A,4.41
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,70%,96%,87%,3.92,4.32,3.63,N/A,4.81,4.31
18K642,URBAN ACTION ACADEMY,20%,100%,83%,3.50,3.47,3.55,N/A,3.09,3.12
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,16%,76%,61%,4.70,4.00,4.25,N/A,2.61,3.41
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,54%,100%,93%,4.05,4.82,4.49,N/A,4.17,4.46
18K922,SOUTH SHORE EDUCATIONAL COMPLEX YABC,49%,63%,59%,4.68,4.89,3.55,N/A,4.73,4.83
19K007,P.S. 007 ABRAHAM LINCOLN,72%,88%,N/A,3.23,3.27,3.23,N/A,3.67,3.26
19K013,P.S. 013 ROBERTO CLEMENTE,73%,98%,N/A,N/A,N/A,N/A,N/A,N/A,3.60
